State_Name,Crop_Year,Max Temperature,Min Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity
Uttarakhand,2017,38.7,3.2,22.2,44,2747.86,18.3,2.4,42.9,74.09
Uttarakhand,2018,40.1,3.9,21.9,45.1,2658.49,37.1,2.2,40.1,73.48
Uttarakhand,2019,40,4.1,21.9,47.9,2054.15,37,2.2,46.3,75.1
Jharkhand,1990,39.2,2.1,23.2,44.7,1656.2,46.4,3.6,55.6,71.58
Jharkhand,1991,40.4,0.4,24.3,47.6,1691.8,177.5,3.8,46.7,65.66
Jharkhand,1992,39.2,6.1,23.2,38.6,1231.7,59,3.9,36.4,59.23
Jharkhand,1993,41.9,6.4,23.8,60.7,1336.2,94.3,3.9,44.2,63.14
Jharkhand,1994,41.7,2.1,24,42.5,2502.6,211,3.6,45.7,62.63
Jharkhand,1995,42.4,5.4,24,45.5,1611.4,203.4,3.8,50.1,63.11
Jharkhand,1996,41.2,6.4,23.9,39.3,1320.1,120.2,3.8,43.3,58.95
Jharkhand,1997,40.7,6.4,24.2,41.3,1551.3,33.5,3.8,56.8,61.41
Jharkhand,1998,41.9,6.7,24,45.7,1976.5,37.1,3.8,55.6,68.91
Jharkhand,1999,41.2,6.2,24,42.3,1780.1,29.5,3.7,45.8,64.24
Jharkhand,2000,43.1,6.1,23.4,46.2,3439,40.7,3.7,44.1,63.95
Jharkhand,2001,40.7,4.9,23.9,39,3665.9,54,3.3,49.6,64.26
Jharkhand,2002,42.1,6.7,23.9,43.1,1358,92.5,3.1,47.1,64.5
Jharkhand,2003,40.4,5.2,23.4,46.5,1911.4,33.5,3.5,50.6,67.44
Jharkhand,2004,40.7,5.4,23.7,54,1275,63,3.4,50.3,64.19
Jharkhand,2005,44.4,7.7,24.1,44.8,1007.5,44.3,3.4,49.3,62.89
Jharkhand,2006,39.4,8.1,23.8,41.5,1661.4,42.5,3.2,43.4,63.48
Jharkhand,2007,39.9,6.4,23.3,40.3,1410.6,64.8,3.1,46.8,66.3
Jharkhand,2008,39.7,4.4,23.6,39.8,1563.6,46.4,2.9,45,64.71
Jharkhand,2009,42.4,8.2,24.3,43,1342.8,31.3,3,40.4,62.21
Jharkhand,2010,41.4,5.7,24.7,43.5,1131.5,74.2,3,45.3,63.23
Jharkhand,2011,39.4,5.1,23.4,40.2,1971.3,55.4,2.9,44.6,65.16
Jharkhand,2012,41.4,6.1,24.1,45.6,1409.5,81.4,3,43.9,63.76
Jharkhand,2013,41.2,6.1,23.5,63.4,1615.7,81.7,2.9,46.6,68.18
Jharkhand,2014,40.4,6.1,23.7,45.9,1104.8,37.1,3,44.7,65.29
Jharkhand,2015,41.1,6.2,23.7,48.4,1149.8,44.6,3,45,65.81
Jharkhand,2016,42.1,7.1,25.6,43.1,949.7,43.2,3.8,40.6,61.31
Jharkhand,2017,42,6,25,44.5,239.2,137.2,3.7,36.6,66.05
Jharkhand,2018,40.1,5.1,23.9,45.1,132.8,37.1,3.6,41.7,62.72
Jharkhand,2019,41,6,23.9,44.7,268,50,3.5,38.6,68.63
Tripura,1990,37.1,7.9,25.3,48.7,2277.1,151.9,3.7,54.2,78
Tripura,1991,37.1,7.7,25.1,52.1,2781.9,44.3,4,54.3,77.98
Tripura,1992,39.4,8.9,25.1,51.4,1751.6,151.9,4,46.7,77.06
Tripura,1993,35.9,6.1,24.5,46.2,3089.7,24.1,3.8,51.6,80.39
Tripura,1994,36.1,8.9,24.8,46.1,1783.1,100.1,3.8,49.1,79.35
Tripura,1995,37.2,5.9,25.2,47.9,2253,94.3,3.8,51.8,79.86
Tripura,1996,38.2,7.9,25.1,48.6,2287.9,110.9,3.8,48.6,79.95
Tripura,1997,35.2,7.4,24.5,49,2526.5,116.6,3.4,50.3,79.87
Tripura,1998,35.4,8.7,25.5,47.5,2230.1,37.1,3.6,54.1,80.37
Tripura,1999,37.9,9.2,25.9,45.7,2479.3,18.4,3.4,47.8,78.89
Tripura,2000,35.7,7.9,24.8,47.5,5860.4,33.5,3.4,50.5,81.46
Tripura,2001,36.9,6.4,24.8,45.8,7719.3,18,3.1,48.3,81.19
Tripura,2002,34.7,9.1,24.6,46.1,3042.2,22.3,3.2,51.9,81.54
Tripura,2003,35.1,6.1,24.4,48.7,1800.7,44.3,3.2,51.7,81.74
Tripura,2004,36.2,7.7,24.8,46.8,2319.7,40.7,3.2,52.1,81.66
Tripura,2005,35.2,8.9,25.2,47.8,1775.1,22.3,3.2,55.8,81.35
Tripura,2006,36.9,9.1,25.5,49.1,1897.3,14.8,3.2,50.6,80.24
Tripura,2007,37.1,7.2,24.7,49.5,2932.3,24.1,3.3,49.5,81.73
Tripura,2008,36.9,8.1,25,48.5,1349.2,22.3,3.2,49.4,81.52
Tripura,2009,38.1,9.2,25.5,48.3,2002.7,25.9,3,47.1,79.95
Tripura,2010,36.2,8.7,25.4,47.5,1973.6,27.7,3.2,52.8,80.82
Tripura,2011,39.4,7.1,24.7,50.2,2704.3,23.1,2.8,48.5,79.77
Tripura,2012,36.7,8.1,25,47.8,3778.96,37.1,2.9,49.3,79.65
Tripura,2013,36.4,3.8,24.9,47,4165.14,33,2.8,51.4,79.48
Tripura,2014,39,8.1,25.2,49.2,3965.3,22.3,2.9,46.7,80.07
Tripura,2015,36.1,8.2,24.7,48.8,4591.74,32.2,3.2,48.3,79.77
Tripura,2016,37.1,8.1,26.7,48.9,4783.79,72.4,4.1,51,78.2
Tripura,2017,37,7.1,26.2,50.2,5897.05,368.8,4,40.7,79.55
Tripura,2018,36.1,7.1,25.9,50.3,4068.25,55.4,4.2,45.9,77.71
Tripura,2019,37,9,26.4,53.9,2913.66,46.4,4,39.5,78.25
Karnataka,1990,36.1,12.1,23.7,36.9,886.8,33.5,6.2,60.7,67.79
Karnataka,1991,36.4,11.7,23.6,43.7,1529.7,55.4,6.3,59.9,70.13
Karnataka,1992,36.7,10.9,23.2,38.8,1036.4,29.5,6.7,54.2,68.82
Karnataka,1993,37.1,13.1,23.6,42.2,1237.8,44.3,7.7,55.1,67.26
Karnataka,1994,35.7,10.1,23.4,37.8,859.3,92.5,8.2,54.6,67.78
Karnataka,1995,38.1,13.4,23.9,39,1395.9,37.1,6.8,52.2,66.47
Karnataka,1996,36.1,13.7,23.7,40.3,1154.2,27.7,6.3,53.4,66.71
Karnataka,1997,35.2,14.1,23.7,37.9,1210.6,27.7,6.4,58.4,71.6
Karnataka,1998,37.4,15.1,24.2,37.5,1447.3,33.5,6.3,60.1,71.55
Karnataka,1999,36.9,12.2,23.6,37.9,1406.6,24.1,6.3,59.8,72.77
Karnataka,2000,36.7,12.4,23.5,36.8,3568.1,35.3,6.1,59,71.46
Karnataka,2001,35.4,13.1,23.8,38,2957.38,27.7,6.4,58.4,70.74
Karnataka,2002,35.4,12.2,24,37.3,917.4,28.8,6.5,53.9,67.81
Karnataka,2003,37.2,13.1,24.2,40.8,689.7,18.4,6.5,54.6,68.06
Karnataka,2004,36.1,14.2,23.4,35.7,1264,27.7,6.1,58.1,69.88
Karnataka,2005,36.6,13.1,23.6,38.1,1983,35.3,6.8,65.9,72.16
Karnataka,2006,36.1,11.1,24,37,605.4,59.4,7.7,56.6,66.19
Karnataka,2007,38,12.1,24,38.3,1514.4,55.3,7.5,56.3,66.01
Karnataka,2008,36.3,7.1,23.3,36.6,1524.3,44.3,7,54.7,69.4
Karnataka,2009,36.1,9.1,23.6,36.1,1025.3,50,6.8,54.8,68.39
Karnataka,2010,36.4,10.1,23,37.7,994.6,31.3,6.2,64.1,73.17
Karnataka,2011,37.3,8.1,23.2,40.2,1116.2,42.5,7,53.1,69.1
Karnataka,2012,36.3,8.1,23.9,43,703.2,50,7.2,50.3,65.06
Karnataka,2013,36.1,9.1,24,41.9,1131.6,48.2,7,53.1,67.92
Karnataka,2014,39.1,14.7,26.4,43.7,1104.7,50,7.2,54.5,68.82
Karnataka,2015,38.1,13.1,26,43.5,1098.5,48.2,7,50.9,73.43
Karnataka,2016,40.1,11.1,24.6,40.6,1160.57,39.2,7.2,45.8,66.44
Karnataka,2017,36.6,12,24.1,37.5,2025.64,137.2,7.1,45.4,69.76
Karnataka,2018,35.1,11.1,23.7,36.9,1317.96,40,6.7,46.8,70.05
Karnataka,2019,36.3,9.5,24.5,40.1,1414.76,153.1,6.7,44.7,69.27
Rajasthan,1990,42.7,4.9,24.9,46.2,789,157.3,3.7,36.2,54.96
Rajasthan,1991,43.2,2.7,25.4,44.8,638.2,64.8,4.1,27,48.81
Rajasthan,1992,44.1,3.9,25.3,46.8,1153.4,177.5,4,32.9,51.02
Rajasthan,1993,44.4,0.1,25.7,44.6,693.9,55.4,3.8,34.8,49.83
Rajasthan,1994,49.1,4.7,25.4,46.8,862.7,92.5,3.9,32,53
Rajasthan,1995,44.7,5.1,25.5,49.1,763.6,92.5,3.8,33.9,51.87
Rajasthan,1996,44.2,5.4,25.2,44.8,969,85,3.8,31.6,53.31
Rajasthan,1997,41.7,5.7,24.1,46.5,1362.6,59,3.5,43.9,58.29
Rajasthan,1998,46.2,4.7,25.9,46.7,617.7,81.4,3.5,39.1,53.01
Rajasthan,1999,43.7,5.4,26.4,46.1,315.8,51.8,3.9,28.7,48.39
Rajasthan,2000,43.9,5.7,26.3,53.6,1223,37.1,3.8,26.4,46.36
Rajasthan,2001,44.9,4.1,25.6,46.7,1437.8,79.6,3.5,26.2,48.38
Rajasthan,2002,44.1,6.1,27,61.2,484.8,48.2,3.4,26.9,44.88
Rajasthan,2003,45.2,2.7,25.7,49.4,513.7,172.1,2.7,31.5,56.39
Rajasthan,2004,45.1,5.1,27.3,44.8,887,63,4.1,28.4,49.15
Rajasthan,2005,44.1,5.1,25.4,47.5,363.4,101.9,4.3,27,50.39
Rajasthan,2006,44.1,3.1,26.6,47.5,668.1,55.4,4.1,34.2,53.11
Rajasthan,2007,45.1,4.1,26.8,47.7,598.9,55.4,4.4,30.7,51.87
Rajasthan,2008,43.1,5.1,25.9,47.8,481.5,74.2,3.8,32.1,53.08
Rajasthan,2009,44.1,7.1,27.1,44.8,352.7,51.8,3.9,31.1,44.68
Rajasthan,2010,48.1,3.1,26.8,46,761.7,57.2,3.8,31.5,51.72
Rajasthan,2011,45.1,3.1,25.9,46.4,667.9,33.5,3.7,33.3,53.89
Rajasthan,2012,44.1,4.1,25.6,59.9,659.3,100.1,3.4,34,50.43
Rajasthan,2013,10.1,6.1,8.6,,0,9.4,2,0,73.5
Rajasthan,2014,45.1,4.1,26.3,45.1,578.5,38.9,3.1,34.6,49.33
Rajasthan,2015,44.1,6.1,26.2,46.4,485.3,53.6,3.1,36.8,50.91
Rajasthan,2016,46.1,6.1,27.8,44.8,400.7,83.5,3.6,34.2,46.17
Rajasthan,2017,44,4,26.7,47.8,220.7,183.6,3.6,26.9,44.88
Rajasthan,2018,45.1,7.1,26.9,47,242.7,46.4,2.8,30,43.89
Rajasthan,2019,46,2,26.2,46.3,15,76.3,2.9,34.9,51.05
india,1989,42.4,3.7,24.4,46.3,428.2,77.8,3.3,28.4,56.6
india,1990,42.2,4.9,24.9,46.3,1019.4,66.6,3.4,34.2,62.46
india,1991,41.7,3.7,25.2,48.2,820.4,59,3.2,24.4,58.44
india,1992,44.7,4.4,23.9,46,610.6,168.5,3.1,28,59.38
india,1993,44.7,5.1,24.9,49.3,1026.5,92.5,2.7,28.8,58.97
india,1994,45.9,5.7,24.7,47.2,1066.3,50,2.6,27.7,58.9
india,1995,45.4,4.2,24.9,49.4,1003.9,46.4,2.2,31,58.69
india,1996,44.1,-0.8,25.8,56.8,1164.1,64.8,2.9,30.3,59.96
india,1997,43.1,0.1,24,56.5,690.2,83.2,2.7,41.2,67.74
india,1998,47.1,0.1,25,56.5,889.1,64.8,2.5,35.7,65.85
india,1999,45.1,0.1,26.2,48.4,511,61.2,2.5,28.7,52.79
india,2000,43.1,5,25.5,53.8,2116.1,54,2.5,27,59.57
india,2001,46.1,3.7,25.4,49,1736.8,55.4,4,27.1,57.92
india,2002,47.1,4.1,26,50.1,1123.5,63,2.3,24.1,52.46
india,2003,47.1,0.1,26.4,52,1395.1,63,2.5,34.9,59.93
india,2004,46.1,4.1,26.1,51.2,557.5,64.8,2.6,30.6,58.85
india,2005,47.1,5,25.7,56.7,696.2,63,2.7,33.3,57.81
india,2006,45.1,0.1,25.9,51.1,738.1,85.3,2.6,36.3,59.72
india,2007,49.1,1.1,25.9,55.4,961.8,64.2,2.6,35.1,60.34
india,2008,44.1,2.1,25,49.8,896.3,63,2.6,35.8,59.7
india,2009,44.1,5.1,25.9,51.3,733,46.4,2.7,29.8,57.23
india,2010,45.1,4.1,25.9,51.1,1083.6,63.7,2.4,33.4,62.42
india,2011,44.1,3.8,25,52.4,673.4,85.3,2.5,32.8,63.43
india,2012,45.1,3.1,25,51.2,573.7,55.4,2.6,32.2,58.26
india,2013,46.1,1.1,25,52.2,1112.2,68,2.3,33.5,66.08
india,2014,46.1,1.1,25.1,51.4,560.9,55.4,2.5,30.7,61.39
india,2015,46.1,2.2,25.3,51,737.3,63,2.4,32.3,62.43
india,2016,44.3,4.1,26,52.1,1076.42,37.1,2.5,31.7,62.69
india,2017,46,4.1,25.7,53.6,765.99,163.7,2.7,26.6,61.37
india,2018,46.1,3.1,25.6,59,1468.98,46.4,2.7,29.6,61.77
india,2019,47,3,25.2,53,650.68,51.1,2.7,35,64.83
Delhi,1990,42.2,4.9,24.9,46.3,1019.4,66.6,3.4,34.2,62.46
Delhi,1991,41.7,3.7,25.2,48.2,820.4,59,3.2,24.4,58.44
Delhi,1992,44.7,4.4,23.9,46,610.6,168.5,3.1,28,59.38
Delhi,1993,44.7,5.1,24.9,49.3,1026.5,92.5,2.7,28.8,58.97
Delhi,1994,45.9,5.7,24.7,47.2,1066.3,50,2.6,27.7,58.9
Delhi,1995,45.4,4.2,24.9,49.4,1003.9,46.4,2.2,31,58.69
Delhi,1996,44.1,-0.8,25.8,56.8,1164.1,64.8,2.9,30.3,59.95
Delhi,1997,43.1,0.1,24,56.5,690.2,83.2,2.7,41.2,67.74
Delhi,1998,47.1,0.1,25,56.5,889.1,64.8,2.5,35.8,65.85
Delhi,1999,45.1,0.1,26.2,48.3,511,61.2,2.5,28.7,52.74
Delhi,2000,43.1,5,25.5,53.8,2116.1,54,2.5,27,59.53
Delhi,2001,46.1,3.7,25.4,49,1736.8,55.4,4,27.1,57.87
Delhi,2002,47.1,4.1,26,50.1,1123.5,63,2.3,24.1,52.43
Delhi,2003,47.1,0.1,26.4,52,1395.1,63,2.5,34.9,59.91
Delhi,2004,46.1,4.1,26.1,51,557.5,64.8,2.6,30.6,58.82
Delhi,2005,47.1,5,25.7,56.7,696.2,63,2.7,33.3,57.79
Delhi,2006,45.1,0.1,25.9,51.1,738.1,85.3,2.6,36.3,59.7
Delhi,2007,49.1,1.1,25.9,55.4,961.8,63.7,2.6,35.1,60.32
Delhi,2008,44.1,2.1,25,49.8,896.3,63,2.6,35.8,59.66
Delhi,2009,44.1,5.1,25.9,51.2,733,46.4,2.7,29.8,57.2
Delhi,2010,45.1,4.1,25.9,51.1,1083.6,63.2,2.4,33.4,62.4
Delhi,2011,44.1,3.9,25,52.2,673.4,85.3,2.5,32.8,63.41
Delhi,2012,45.1,3.1,25,51.2,573.7,55.4,2.6,32.2,58.23
Delhi,2013,46.1,1.1,25,52.1,1112.2,67.1,2.3,33.5,66.06
Delhi,2014,46.1,1.1,25.1,51.4,560.9,55.4,2.5,30.7,61.36
Delhi,2015,46.1,2.4,25.3,51,737.3,63,2.4,32.2,62.39
Delhi,2016,44.3,4.1,26,52.1,1076.26,37.1,2.5,31.7,62.62
Delhi,2017,46,4.1,25.7,53.6,766.16,161.3,2.7,26.6,61.31
Delhi,2018,46.1,3.1,25.6,59,1469.19,46.4,2.7,29.6,61.73
Delhi,2019,47,3,25.2,53,650.98,50.8,2.7,35,64.77
Gujrat,1990,43.4,5.2,27.1,50,1094,37.1,4.7,36.4,59.77
Gujrat,1991,48.1,5.1,27.2,52.9,1194,100.1,4.3,31,58.06
Gujrat,1992,44.2,6.9,27.2,59.8,895.2,68.4,4.2,29.7,59.65
Gujrat,1993,43.9,8.2,28,67.6,727.3,29.5,4.5,32.8,59.52
Gujrat,1994,44.2,6.4,27,49.3,1952.4,92.5,4.4,31,58.34
Gujrat,1995,45.1,4.4,27.6,54.1,364,92.5,4.8,32.7,55.14
Gujrat,1996,44.1,9.1,28,49.1,106.6,59.4,5.5,30.6,58.78
Gujrat,1997,43.1,7.1,26.5,48.9,32.2,37.1,4.9,42.5,63.3
Gujrat,1998,45.1,6.1,27.5,49.9,31.4,37.1,4.7,41.9,56.26
Gujrat,1999,43.1,7.1,26.6,56.5,201.1,27.7,4.5,32.5,56.56
Gujrat,2000,43.1,9.1,28,59.6,239.5,43.2,4.7,26.7,48.5
Gujrat,2001,44.1,9.1,27.4,56.5,272.6,29.5,6.8,34.9,52.66
Gujrat,2002,45.1,9.1,27.3,44,0.9,37.1,4.2,18.1,37.86
Gujrat,2003,43.1,7.1,27.4,44,624.7,33.5,4.2,31,49.17
Gujrat,2004,44.1,9.1,27.6,48.9,786.2,92.5,4.1,34.3,56.46
Gujrat,2005,43.1,5.1,26.2,48.9,1265,55.4,4.3,32.6,55.99
Gujrat,2006,44.1,9.1,27.6,53.1,1010.5,100.1,4.3,35,60.21
Gujrat,2007,45.1,10.1,27.9,51.8,1086.5,33.5,4.4,32.2,57.54
Gujrat,2008,43.1,7.1,26.8,50.3,632.9,63,4.2,31.1,59.03
Gujrat,2009,44.1,11.1,28.2,58.1,471.5,92.5,4.3,23,54
Gujrat,2010,46.1,11.1,27.9,50.3,901.7,50.4,4.2,26.2,54.27
Gujrat,2011,44.1,10.1,29.2,54.4,815.1,103.7,4.2,27.5,53.06
Gujrat,2012,45.1,9.1,28.3,69.1,587.4,96.5,4.2,23.8,53.52
Gujrat,2013,46.1,8.1,27.3,53.1,914.2,83.5,4.3,28.1,59.4
Gujrat,2014,47.1,8.1,28.2,52.8,996.6,43.2,4.4,22.4,55.28
Gujrat,2015,47.1,10.1,28.9,51.5,540.6,31.7,4.4,26.2,55.65
Gujrat,2016,50.1,8.1,28.2,49.9,717.85,74.2,4.8,26.2,55.71
Gujrat,2017,44,10.9,28.1,51.2,1225.01,101.9,4.6,20.7,55.18
Gujrat,2018,48.1,8.4,28.8,54.1,529.41,27.7,4.6,24.4,51.67
Gujrat,2019,45,7,27.6,51.7,778.86,129.4,4.4,25,57.83
Andaman and Nicobar Islands,1989,32.1,9.2,26.8,40.2,1788.2,46.4,5.2,65.7,80.01
Andaman and Nicobar Islands,1990,37.2,15.4,26.8,43.5,1284.2,40.7,5.2,62.9,82.7
Andaman and Nicobar Islands,1991,37.1,14.4,26.6,44.4,1306.3,38.9,5.5,67.5,81.37
Andaman and Nicobar Islands,1992,33.9,7.9,26.5,40.8,1411.9,29.5,5.6,59.9,79.24
Andaman and Nicobar Islands,1993,34.4,20.1,27.1,40.6,2568.7,92.5,4.9,75,81.27
Andaman and Nicobar Islands,1994,32.1,12.1,27.2,38.7,2494,129.6,4.7,66.8,79.4
Andaman and Nicobar Islands,1995,34.4,14.7,27.6,42.4,1209.5,40.7,4.2,63.8,77.91
Andaman and Nicobar Islands,1996,34.4,12.7,27,41.2,3416.1,33.5,4.4,72.2,82.69
Andaman and Nicobar Islands,1997,36.2,18.4,27.4,41.7,2388,70.2,4.3,63.4,78.89
Andaman and Nicobar Islands,1998,34.9,17.2,27.5,47.4,3030.6,29.5,4,69.1,81.51
Andaman and Nicobar Islands,1999,36.4,20.4,27,44.2,3978.3,50,3.9,72.7,82.53
Andaman and Nicobar Islands,2000,32.9,20.7,26.9,38.3,7925.4,92.5,3.7,72.5,82.14
Andaman and Nicobar Islands,2001,32.7,20.1,27,41.1,7499,43.2,3.6,72.2,82.58
Andaman and Nicobar Islands,2002,33.7,20.4,27.4,42.4,3347.5,35.3,3.6,70,81.68
Andaman and Nicobar Islands,2003,33.7,19.7,27.2,42.1,2325.2,37.1,3.8,69,81.26
Andaman and Nicobar Islands,2004,34.9,20.2,27.2,41.3,3232,37.1,3.9,68.7,80.65
Andaman and Nicobar Islands,2005,34.4,17.1,27.3,45.5,3785.1,63,3.7,71.3,81.81
Andaman and Nicobar Islands,2006,33.4,20.1,27,41.1,2923.5,57.2,3.1,69.4,82.55
Andaman and Nicobar Islands,2007,33.1,18.9,26.9,41.8,2505.6,40.7,3,70.4,82.73
Andaman and Nicobar Islands,2008,32.7,20.1,26.9,40.5,4100.1,40.7,2.6,74.2,83.8
Andaman and Nicobar Islands,2009,34.2,19.4,27.2,44,2417.2,50,2.6,74.4,82.54
Andaman and Nicobar Islands,2010,35.2,19.9,27.3,48.6,3045,40.7,2.7,73.6,84.34
Andaman and Nicobar Islands,2011,33.2,20.2,26.8,44.8,3612.4,44.3,2.6,80.2,86.08
Andaman and Nicobar Islands,2012,35.4,20.1,26.9,44.6,3458.3,48.2,2.4,75.5,85.28
Andaman and Nicobar Islands,2013,36.1,19.2,27.2,44.5,3178.5,64.8,2.6,80.7,84.22
Andaman and Nicobar Islands,2014,34.2,19.4,27.3,43.4,2764.2,38.9,2.5,78.5,81.79
Andaman and Nicobar Islands,2015,34.9,20.9,27.3,44.5,2602.8,29.5,2.4,75.4,82.76
Andaman and Nicobar Islands,2016,35.1,15.1,27.6,44.6,3588.2,42.5,2.3,76.1,82.62
Andaman and Nicobar Islands,2017,34.1,19.9,27.3,44.6,3188.8,98.3,2.7,78.4,83.76
Andaman and Nicobar Islands,2018,33.9,20.6,27.2,41.7,3023.8,48.2,3,72.9,83.89
Andaman and Nicobar Islands,2019,35.9,21.1,27.5,49.3,2983.1,38.9,3.1,69.3,82.13
Arunachal Pradesh,2001,25.7,25.7,25.7,,0,43.2,4,100,88.73
Arunachal Pradesh,2002,24.9,24.9,24.9,,0,180,,10,51.08
Arunachal Pradesh,2003,22.9,22.9,22.9,,0,3.6,,0,62.65
"Dadra and Nagar Haveli, DN, India",1989,26.2,26.2,26.2,,0,1.8,10,50,59.52
"Dadra and Nagar Haveli, DN, India",1990,26.4,26.4,26.4,,0,5.4,10,0,68.33
"Dadra and Nagar Haveli, DN, India",2002,19.7,19.7,19.7,,0,0,4,50,84.96
"Dadra and Nagar Haveli, DN, India",2003,29.9,29.9,29.9,35,0,1.8,4,0,71.54
"Dadra and Nagar Haveli, DN, India",2005,24.1,24.1,24.1,,0,0,4,0,64.13
"Dadra and Nagar Haveli, DN, India",2007,32.6,32.6,32.6,39.5,0,14.1,10,32.1,63
"Dadra and Nagar Haveli, DN, India",2009,18.2,18.2,18.2,,0,5.1,6.3,0,70.25
"Dadra and Nagar Haveli, DN, India",2015,33.1,14.4,23,33.5,0,11.2,5.5,15.9,55.15
"Dadra and Nagar Haveli, DN, India",2016,36.7,14.1,26.9,50.1,4001.35,42.5,5.4,36.9,74.22
"Dadra and Nagar Haveli, DN, India",2017,35.9,13.9,27.1,48.6,3909.85,46.4,5.4,32.3,73.79
"Dadra and Nagar Haveli, DN, India",2018,37.1,13.7,27.3,49.3,3367.37,29.5,4.5,29.8,72.43
"Dadra and Nagar Haveli, DN, India",2019,37,13.7,26.9,47.9,4810.92,48.2,4.3,33.3,75.79
Maharashtra,1990,39.7,14.9,27,43,2266.1,74.2,3.7,40.6,69.38
Maharashtra,1990,40.1,16.1,27.1,45.2,2701.3,66.6,3.9,46.7,72.22
Maharashtra,1991,37.1,12.1,26.9,46.8,2648.5,55.4,3.5,40.3,71.39
Maharashtra,1992,36.2,13.4,27.1,46.8,1942.1,64.8,3.7,36.2,70.55
Maharashtra,1993,36.2,15.1,27.1,45.7,2555.3,29.5,3.6,42.2,71.23
Maharashtra,1994,35.9,13.1,27,46.7,2486.7,53.6,3.4,42.6,71.93
Maharashtra,1995,38.4,13.1,27.3,46.6,1796.2,63,3.4,40.7,69.11
Maharashtra,1996,39.1,19.1,28.4,45.1,317.7,33.5,4.3,41.3,65.45
Maharashtra,1997,39.1,16.1,28,47.3,76.3,63,4.1,40.1,65.58
Maharashtra,1998,40.1,15.1,28,47.5,101.8,94.3,4,43,70.77
Maharashtra,1999,40.1,17.1,27.9,41.6,566.1,92.5,3.5,39.2,64.41
Maharashtra,2000,40.1,16.1,27.8,44.5,2206.8,55.4,3.7,37,64.98
Maharashtra,2001,39.1,16.1,27.4,49.7,1197.2,64.8,5.7,37.6,67.47
Maharashtra,2002,39.1,13.1,27.8,50.5,203.6,34.2,4,24.6,60.71
Maharashtra,2003,39.1,12.1,27.7,42.5,1267.2,55.4,3.7,31.1,63.94
Maharashtra,2004,41.1,-3.6,27.2,43.3,2007.5,55.4,3.8,39.7,64.31
Maharashtra,2005,39.1,15.1,27.6,44,2137.2,37.1,4.1,41.3,61.45
Maharashtra,2006,38.1,18.1,27.6,40.8,2825,37.1,4.1,41.6,64.97
Maharashtra,2007,39.1,18.1,28.3,42.5,2381,38.9,4.1,42.5,64.19
Maharashtra,2008,37.1,14.1,28.1,42.1,2507.5,35.3,4,39.5,65.59
Maharashtra,2009,40.1,19.1,28.5,45.5,2174.8,33.5,3.6,38.7,67.81
Maharashtra,2010,38.1,19.1,28.3,46.9,3267.6,31.3,3.7,45.5,70.58
Maharashtra,2011,39.1,18.1,28.2,44.3,2720.8,37.1,3.6,38.3,67.43
Maharashtra,2012,38.1,15.1,27.8,46.9,2088,33.5,3.6,36.9,66.97
Maharashtra,2013,39.1,15.1,27.8,44,2241.5,40.7,3.5,40.1,68.35
Maharashtra,2014,39.1,17.1,28.4,53.1,2128.9,42.5,3.3,38,66.78
Maharashtra,2015,41.1,19.1,28.9,46.9,1771.1,42.5,3.6,43.3,68.56
Maharashtra,2016,38.1,17.2,28.3,45.6,2831.82,42.5,3.2,41.6,68.06
Maharashtra,2017,40,17,28.6,53.6,2574.3,50.8,3.3,32.8,68.4
Maharashtra,2018,41.1,19.2,28.8,46.6,2176.02,37.1,3.3,38.8,65.73
Maharashtra,2019,38.4,17.3,28.3,46.9,2935.7,92.5,3.4,33.9,70.04
kerala,1989,38.2,20.1,26.9,44.5,1748.3,29.5,6.3,62.4,80.38
kerala,1990,34.9,15.1,27.3,46.4,1739,151.9,6.5,66.6,78.44
